id,user_id,hotel_id,review_date,review_body,date_of_stay,room_tip,trip_type,overall_rating,value_rating,location_rating,service_rating,rooms_rating,cleanliness_rating,sleep_quality_rating,review_helpful_votes
206,731,20,Mon Apr 29 2019 01:26:06 GMT-0700 (Pacific Daylight Time),I was surprised by the refreshments in the garage. The location was relaxing. I would potentially stay here again.,Wed Apr 03 2019 12:52:48 GMT-0700 (Pacific Daylight Time),Do not forget to eat at the hotel restaurant.,Friends,2,3,5,4,2,3,1,16
207,691,20,Thu Jan 23 2020 18:32:23 GMT-0800 (Pacific Standard Time),I was taken aback by the cupboards in the outdoor area. The location was pleasant. I would not stay here again.,Thu Aug 08 2019 09:37:58 GMT-0700 (Pacific Daylight Time),Never forget to tip the maids.,Couples,5,5,5,1,2,2,2,26
208,484,20,Fri Aug 03 2018 13:48:58 GMT-0700 (Pacific Daylight Time),I liked the cupboards in the garage. The location was relaxing. I would definitely stay here again.,Wed Dec 12 2012 00:02:38 GMT-0800 (Pacific Standard Time),Always use the mini bar.,Couples,5,2,4,2,2,1,1,0
209,867,20,Thu Dec 12 2019 07:27:30 GMT-0800 (Pacific Standard Time),I was delighted by the chairs in the workout room. The location was perfect. I would probably not stay here again.,Sun Nov 18 2018 06:53:34 GMT-0800 (Pacific Standard Time),It is always recommended that you request a tour of the facilities.,Friends,1,4,1,2,2,3,5,23
210,113,21,Sun Oct 11 2015 21:14:07 GMT-0700 (Pacific Daylight Time),I loved the chairs in the bathroom. The location was noisy. I would certainly stay here again.,Fri Apr 05 2013 04:38:29 GMT-0700 (Pacific Daylight Time),Make sure to check out the bar.,Friends,1,1,3,4,3,1,4,8
211,466,21,Fri Apr 19 2019 13:27:17 GMT-0700 (Pacific Daylight Time),I liked the cupboards in the workout room. The location was horrible. I would certainly stay here again.,Sat Feb 02 2019 15:12:46 GMT-0800 (Pacific Standard Time),It is always recommended that you ask for local restaurant recommendations.,Friends,1,4,3,1,5,1,2,25
212,334,21,Fri Nov 09 2018 05:13:42 GMT-0800 (Pacific Standard Time),I was taken aback by the appliances in the room. The location was okay. I would certainly stay here again.,Sun Apr 08 2018 06:45:14 GMT-0700 (Pacific Daylight Time),Never ask for local restaurant recommendations.,Couples,1,4,1,5,4,1,4,5
213,471,21,Mon Nov 05 2018 12:50:48 GMT-0800 (Pacific Standard Time),I loved the appliances in the garage. The location was vibrant. I would potentially stay here again.,Fri Jun 03 2011 12:27:21 GMT-0700 (Pacific Daylight Time),Do not forget to use the mini bar.,Friends,4,1,5,5,5,4,2,19
214,513,21,Sat Jan 16 2016 00:01:31 GMT-0800 (Pacific Standard Time),I was happy with the cupboards in the outdoor area. The location was horrible. I would very likely stay here again.,Sat Feb 09 2013 18:08:24 GMT-0800 (Pacific Standard Time),It is always recommended that you ask for an upgrade.,Families,3,1,5,4,5,1,4,12
215,19,21,Sat Feb 24 2018 03:34:01 GMT-0800 (Pacific Standard Time),I loved the appliances in the lobby. The location was vibrant. I would definitely stay here again.,Tue Oct 14 2014 09:33:05 GMT-0700 (Pacific Daylight Time),Do not forget to use the mini bar.,Couples,5,4,3,4,1,2,1,13
216,595,21,Sun May 08 2016 11:20:04 GMT-0700 (Pacific Daylight Time),I was confused by the refreshments in the room. The location was noisy. I would certainly stay here again.,Wed Apr 20 2011 19:42:52 GMT-0700 (Pacific Daylight Time),I would advise everyone to ask for an upgrade.,Families,2,1,4,1,1,1,3,30
217,0,21,Sun Mar 15 2015 08:59:28 GMT-0700 (Pacific Daylight Time),I was confused by the assistance in the bathroom. The location was horrible. I would not stay here again.,Tue Jun 29 2010 04:43:47 GMT-0700 (Pacific Daylight Time),It is always recommended that you tip the maids.,Couples,4,4,2,4,4,5,1,12
218,431,21,Sun Jun 02 2019 20:51:11 GMT-0700 (Pacific Daylight Time),I was delighted by the chairs in the outdoor area. The location was relaxing. I would certainly stay here again.,Sat Nov 12 2016 18:33:42 GMT-0800 (Pacific Standard Time),Never forget to use the mini bar.,Solo,1,5,1,5,4,3,2,13
219,454,21,Tue Oct 09 2018 03:56:45 GMT-0700 (Pacific Daylight Time),I was angered by the refreshments in the garage. The location was nothing special. I would not stay here again.,Mon Mar 23 2015 11:53:16 GMT-0700 (Pacific Daylight Time),You might want to eat at the hotel restaurant.,Solo,1,2,4,2,5,1,3,21
220,402,22,Wed Mar 18 2020 15:50:12 GMT-0700 (Pacific Daylight Time),I was angered by the amenities in the room. The location was fun. I would very likely stay here again.,Wed Jan 28 2015 02:03:41 GMT-0800 (Pacific Standard Time),It is always recommended that you ask for local restaurant recommendations.,Solo,5,4,2,2,3,2,4,28
221,98,22,Mon Jun 01 2020 14:37:20 GMT-0700 (Pacific Daylight Time),I was surprised by the refreshments in the room. The location was pleasant. I would certainly stay here again.,Mon May 25 2020 21:40:13 GMT-0700 (Pacific Daylight Time),Never forget to go swimming.,Business,3,2,3,3,5,1,3,13
222,350,22,Fri Jan 17 2020 19:03:38 GMT-0800 (Pacific Standard Time),I was happy with the cupboards in the bathroom. The location was vibrant. I would not stay here again.,Fri Mar 22 2019 21:30:16 GMT-0700 (Pacific Daylight Time),You might want to use the mini bar.,Friends,4,3,4,5,3,2,1,9
223,132,22,Wed Sep 13 2017 17:58:17 GMT-0700 (Pacific Daylight Time),I loved the appliances in the outdoor area. The location was noisy. I would not stay here again.,Mon Oct 01 2012 07:21:22 GMT-0700 (Pacific Daylight Time),Do not forget to hang out in the lobby.,Couples,5,5,3,2,1,3,3,2
224,57,22,Thu Aug 11 2016 00:24:36 GMT-0700 (Pacific Daylight Time),I liked the appliances in the workout room. The location was horrible. I would definitely stay here again.,Sun Dec 27 2015 15:15:16 GMT-0800 (Pacific Standard Time),Never ask for local restaurant recommendations.,Business,5,3,3,1,4,4,3,0
225,103,22,Sat Jul 04 2020 02:18:27 GMT-0700 (Pacific Daylight Time),I was surprised by the assistance in the lobby. The location was horrible. I would probably not stay here again.,Fri Jun 26 2020 01:46:43 GMT-0700 (Pacific Daylight Time),Do not forget to check out the bar.,Business,4,4,1,3,1,2,3,0
226,21,22,Fri Mar 15 2019 01:23:45 GMT-0700 (Pacific Daylight Time),I was happy with the assistance in the garage. The location was perfect. I would potentially stay here again.,Thu Oct 26 2017 10:50:12 GMT-0700 (Pacific Daylight Time),Never forget to tip the maids.,Families,2,4,2,2,3,3,1,28
227,431,22,Tue Jul 23 2019 08:57:40 GMT-0700 (Pacific Daylight Time),I was delighted by the amenities in the room. The location was horrible. I would not stay here again.,Wed May 22 2019 10:52:29 GMT-0700 (Pacific Daylight Time),I would advise everyone to tip the maids.,Couples,3,4,3,2,1,5,2,19
228,709,22,Sun Jun 15 2014 01:47:35 GMT-0700 (Pacific Daylight Time),I was delighted by the cupboards in the outdoor area. The location was relaxing. I would definitely stay here again.,Fri Jan 24 2014 18:16:38 GMT-0800 (Pacific Standard Time),It is always recommended that you hang out in the lobby.,Solo,5,4,2,4,1,2,4,5
229,439,22,Mon Dec 23 2013 10:30:44 GMT-0800 (Pacific Standard Time),I was surprised by the assistance in the outdoor area. The location was okay. I would likely stay here again.,Sun Apr 04 2010 09:16:45 GMT-0700 (Pacific Daylight Time),I would advise everyone to try the snacks.,Couples,2,2,1,1,1,5,1,0
230,318,23,Thu Jun 18 2020 06:56:50 GMT-0700 (Pacific Daylight Time),I was confused by the chairs in the workout room. The location was horrible. I would likely stay here again.,Tue Mar 31 2020 13:46:44 GMT-0700 (Pacific Daylight Time),Never forget to hang out in the lobby.,Friends,4,3,3,2,3,5,2,12
231,676,23,Mon Oct 14 2019 18:14:33 GMT-0700 (Pacific Daylight Time),I was surprised by the appliances in the garage. The location was okay. I would potentially stay here again.,Sat Feb 04 2012 01:59:48 GMT-0800 (Pacific Standard Time),Never forget to ask for local restaurant recommendations.,Business,2,4,2,5,5,2,4,14
232,859,23,Sun Jun 18 2017 22:07:14 GMT-0700 (Pacific Daylight Time),I was surprised by the chairs in the room. The location was perfect. I would potentially stay here again.,Sat Dec 08 2012 20:02:56 GMT-0800 (Pacific Standard Time),Never ask for local restaurant recommendations.,Business,4,2,2,4,5,1,2,6
233,647,23,Wed Jan 16 2019 05:44:49 GMT-0800 (Pacific Standard Time),I hated the assistance in the room. The location was perfect. I would certainly stay here again.,Mon Aug 20 2018 04:10:18 GMT-0700 (Pacific Daylight Time),Make sure to request a tour of the facilities.,Friends,3,1,2,5,4,1,2,28
234,825,23,Wed Mar 09 2016 07:50:21 GMT-0800 (Pacific Standard Time),I was angered by the appliances in the lobby. The location was nothing special. I would certainly stay here again.,Mon Mar 15 2010 14:21:23 GMT-0700 (Pacific Daylight Time),Always hang out in the lobby.,Solo,4,4,3,4,3,5,5,9
235,58,23,Thu Aug 17 2017 18:36:02 GMT-0700 (Pacific Daylight Time),I was angered by the appliances in the outdoor area. The location was pleasant. I would very likely stay here again.,Thu Feb 04 2010 05:32:37 GMT-0800 (Pacific Standard Time),I would advise everyone to go swimming.,Friends,5,4,3,5,3,3,4,11
236,633,23,Fri Nov 22 2019 10:11:22 GMT-0800 (Pacific Standard Time),I was confused by the cupboards in the room. The location was perfect. I would certainly stay here again.,Tue Jan 02 2018 18:47:42 GMT-0800 (Pacific Standard Time),Make sure to go swimming.,Friends,4,5,2,1,2,5,3,19
237,844,23,Sat Jun 16 2012 17:47:47 GMT-0700 (Pacific Daylight Time),I was happy with the appliances in the outdoor area. The location was noisy. I would probably not stay here again.,Sun Oct 09 2011 07:26:50 GMT-0700 (Pacific Daylight Time),Do not go swimming.,Business,4,4,3,2,4,2,4,4
238,394,23,Fri May 12 2017 14:52:41 GMT-0700 (Pacific Daylight Time),I liked the assistance in the garage. The location was okay. I would very likely stay here again.,Tue Sep 08 2015 11:23:54 GMT-0700 (Pacific Daylight Time),I would advise everyone to hang out in the lobby.,Solo,1,2,4,2,4,1,3,24
239,585,23,Sun Jun 28 2015 12:24:56 GMT-0700 (Pacific Daylight Time),I was happy with the amenities in the workout room. The location was okay. I would likely stay here again.,Sat Jan 18 2014 04:51:46 GMT-0800 (Pacific Standard Time),I would advise everyone to hang out in the lobby.,Solo,4,5,5,2,4,4,4,9
240,996,24,Fri Mar 23 2012 00:20:15 GMT-0700 (Pacific Daylight Time),I was confused by the refreshments in the room. The location was fun. I would likely stay here again.,Fri Sep 03 2010 18:34:08 GMT-0700 (Pacific Daylight Time),Never go swimming.,Business,1,5,4,1,4,4,1,26
241,133,24,Fri Jul 05 2019 14:35:02 GMT-0700 (Pacific Daylight Time),I was confused by the chairs in the room. The location was horrible. I would potentially stay here again.,Mon Jan 30 2017 02:41:25 GMT-0800 (Pacific Standard Time),Do not forget to request a tour of the facilities.,Friends,1,5,5,4,1,4,5,29
242,331,24,Sat Jan 13 2018 15:15:03 GMT-0800 (Pacific Standard Time),I loved the chairs in the lobby. The location was relaxing. I would potentially stay here again.,Sun Mar 10 2013 11:17:41 GMT-0700 (Pacific Daylight Time),Never hang out in the lobby.,Families,3,3,4,1,2,5,3,14
243,23,24,Mon Jan 13 2020 04:45:36 GMT-0800 (Pacific Standard Time),I was taken aback by the appliances in the garage. The location was pleasant. I would likely stay here again.,Mon Jan 14 2019 00:36:40 GMT-0800 (Pacific Standard Time),Always ask for an upgrade.,Friends,5,4,1,1,5,1,5,10
244,507,24,Mon May 25 2020 14:35:40 GMT-0700 (Pacific Daylight Time),I was confused by the refreshments in the workout room. The location was vibrant. I would not stay here again.,Wed Apr 24 2019 06:38:00 GMT-0700 (Pacific Daylight Time),Do not try the snacks.,Couples,3,4,2,1,3,3,5,10
245,275,24,Tue Feb 07 2017 01:40:49 GMT-0800 (Pacific Standard Time),I was taken aback by the amenities in the bathroom. The location was vibrant. I would potentially stay here again.,Thu Feb 11 2016 00:10:33 GMT-0800 (Pacific Standard Time),You might want to try the snacks.,Business,3,3,1,3,5,3,5,19
246,451,24,Mon Nov 19 2018 18:00:50 GMT-0800 (Pacific Standard Time),I was angered by the cupboards in the room. The location was pleasant. I would probably not stay here again.,Mon Apr 08 2013 07:41:23 GMT-0700 (Pacific Daylight Time),Never forget to tip the maids.,Business,2,4,2,3,2,4,2,8
247,867,24,Wed Sep 24 2014 02:08:49 GMT-0700 (Pacific Daylight Time),I liked the chairs in the lobby. The location was horrible. I would probably not stay here again.,Wed Nov 27 2013 17:13:11 GMT-0800 (Pacific Standard Time),Always try the snacks.,Couples,3,2,2,2,4,4,3,7
248,825,24,Fri May 17 2019 02:11:22 GMT-0700 (Pacific Daylight Time),I was surprised by the chairs in the bathroom. The location was relaxing. I would potentially stay here again.,Tue Feb 16 2010 15:34:38 GMT-0800 (Pacific Standard Time),Never go swimming.,Friends,4,5,3,2,1,2,5,8
249,574,24,Tue Jun 02 2020 19:07:51 GMT-0700 (Pacific Daylight Time),I liked the assistance in the garage. The location was nothing special. I would probably not stay here again.,Tue Nov 12 2019 17:29:32 GMT-0800 (Pacific Standard Time),Do not tip the maids.,Business,4,2,3,4,3,2,5,0
250,355,25,Sun Feb 18 2018 00:46:33 GMT-0800 (Pacific Standard Time),I was delighted by the amenities in the workout room. The location was pleasant. I would very likely stay here again.,Wed Aug 19 2015 10:42:32 GMT-0700 (Pacific Daylight Time),Do not forget to tip the maids.,Friends,5,2,1,5,1,4,3,13
251,237,25,Mon Dec 22 2014 04:59:26 GMT-0800 (Pacific Standard Time),I was taken aback by the assistance in the lobby. The location was fun. I would very likely stay here again.,Tue Apr 01 2014 23:30:02 GMT-0700 (Pacific Daylight Time),Do not forget to hang out in the lobby.,Solo,5,2,4,3,5,3,5,1
252,997,25,Fri Aug 23 2019 21:56:14 GMT-0700 (Pacific Daylight Time),I hated the refreshments in the room. The location was perfect. I would not stay here again.,Sat Jun 22 2013 04:06:28 GMT-0700 (Pacific Daylight Time),It is always recommended that you request a tour of the facilities.,Families,4,5,5,2,5,5,2,19
253,138,25,Sat Aug 04 2018 04:53:58 GMT-0700 (Pacific Daylight Time),I hated the appliances in the room. The location was fun. I would certainly stay here again.,Sat May 28 2016 23:59:32 GMT-0700 (Pacific Daylight Time),Make sure to request a tour of the facilities.,Couples,5,3,5,3,5,2,1,14
254,563,25,Mon Nov 11 2019 05:01:26 GMT-0800 (Pacific Standard Time),I liked the refreshments in the garage. The location was okay. I would potentially stay here again.,Sat Aug 31 2013 09:01:55 GMT-0700 (Pacific Daylight Time),Never forget to eat at the hotel restaurant.,Families,1,3,1,4,1,3,2,7
255,545,25,Sun Feb 16 2020 19:19:49 GMT-0800 (Pacific Standard Time),I was confused by the assistance in the outdoor area. The location was nothing special. I would probably not stay here again.,Thu Jan 17 2019 12:14:07 GMT-0800 (Pacific Standard Time),You might want to hang out in the lobby.,Couples,3,3,4,4,3,2,4,3
256,77,25,Sun Jan 20 2019 22:31:11 GMT-0800 (Pacific Standard Time),I loved the assistance in the lobby. The location was pleasant. I would potentially stay here again.,Sun Jun 23 2013 09:06:18 GMT-0700 (Pacific Daylight Time),Do not hang out in the lobby.,Couples,2,3,5,1,4,3,2,2
257,798,25,Thu Jan 03 2019 12:49:56 GMT-0800 (Pacific Standard Time),I was taken aback by the chairs in the lobby. The location was relaxing. I would very likely stay here again.,Sat Sep 10 2011 12:17:48 GMT-0700 (Pacific Daylight Time),Always try the snacks.,Solo,2,3,2,4,4,5,5,26
258,433,25,Tue Dec 24 2019 23:53:34 GMT-0800 (Pacific Standard Time),I was taken aback by the appliances in the room. The location was fun. I would very likely stay here again.,Wed Nov 13 2013 05:13:54 GMT-0800 (Pacific Standard Time),Always try the snacks.,Friends,2,3,1,2,3,2,2,18
259,546,25,Sat Jul 14 2018 19:55:33 GMT-0700 (Pacific Daylight Time),I was surprised by the chairs in the bathroom. The location was perfect. I would very likely stay here again.,Thu Jun 30 2011 20:43:27 GMT-0700 (Pacific Daylight Time),Never check out the bar.,Business,2,5,1,5,1,5,5,4
260,223,26,Fri Sep 14 2018 02:58:04 GMT-0700 (Pacific Daylight Time),I hated the refreshments in the outdoor area. The location was okay. I would not stay here again.,Fri Mar 30 2012 11:45:09 GMT-0700 (Pacific Daylight Time),Never forget to hang out in the lobby.,Families,4,2,5,4,5,4,2,7
261,866,26,Sat Mar 31 2012 17:03:19 GMT-0700 (Pacific Daylight Time),I liked the assistance in the room. The location was okay. I would likely stay here again.,Fri Jul 02 2010 12:14:14 GMT-0700 (Pacific Daylight Time),Never eat at the hotel restaurant.,Business,1,1,1,5,4,2,2,30
262,817,26,Tue Feb 03 2015 14:36:56 GMT-0800 (Pacific Standard Time),I hated the refreshments in the garage. The location was fun. I would likely stay here again.,Mon Feb 03 2014 15:09:56 GMT-0800 (Pacific Standard Time),You might want to try the snacks.,Business,2,1,4,2,3,1,3,21
263,74,26,Fri Jan 24 2020 21:35:12 GMT-0800 (Pacific Standard Time),I was taken aback by the amenities in the outdoor area. The location was relaxing. I would potentially stay here again.,Sat Jul 06 2019 04:56:14 GMT-0700 (Pacific Daylight Time),Do not forget to request a tour of the facilities.,Solo,2,4,5,5,4,5,5,26
264,636,26,Tue Jun 23 2020 06:00:47 GMT-0700 (Pacific Daylight Time),I was happy with the refreshments in the garage. The location was pleasant. I would very likely stay here again.,Fri Nov 08 2019 04:10:16 GMT-0800 (Pacific Standard Time),It is always recommended that you request a tour of the facilities.,Friends,5,5,5,3,4,5,2,25
265,110,26,Wed Aug 19 2015 01:11:02 GMT-0700 (Pacific Daylight Time),I was taken aback by the appliances in the outdoor area. The location was pleasant. I would likely stay here again.,Sun Sep 09 2012 21:37:09 GMT-0700 (Pacific Daylight Time),Always request a tour of the facilities.,Business,1,1,1,2,2,1,3,14
266,783,26,Wed Nov 28 2018 20:23:31 GMT-0800 (Pacific Standard Time),I was angered by the chairs in the garage. The location was pleasant. I would definitely stay here again.,Mon Apr 20 2015 10:09:09 GMT-0700 (Pacific Daylight Time),Never forget to ask for local restaurant recommendations.,Couples,1,2,4,4,4,3,1,6
267,817,26,Wed Jun 17 2020 14:32:16 GMT-0700 (Pacific Daylight Time),I was happy with the cupboards in the garage. The location was pleasant. I would certainly stay here again.,Mon May 07 2018 03:31:24 GMT-0700 (Pacific Daylight Time),It is always recommended that you ask for an upgrade.,Business,2,1,5,3,1,5,1,12
268,989,26,Thu Jan 24 2019 12:49:12 GMT-0800 (Pacific Standard Time),I was delighted by the amenities in the lobby. The location was perfect. I would not stay here again.,Wed Jan 11 2017 05:49:19 GMT-0800 (Pacific Standard Time),Make sure to eat at the hotel restaurant.,Couples,3,2,2,3,1,3,5,8
269,199,26,Fri Nov 08 2019 00:14:33 GMT-0800 (Pacific Standard Time),I was happy with the amenities in the garage. The location was relaxing. I would definitely stay here again.,Wed Jul 08 2015 14:56:30 GMT-0700 (Pacific Daylight Time),Do not forget to hang out in the lobby.,Friends,4,5,1,4,3,4,5,13
270,694,27,Mon Sep 04 2017 20:05:30 GMT-0700 (Pacific Daylight Time),I was confused by the refreshments in the bathroom. The location was noisy. I would probably not stay here again.,Fri Apr 06 2012 14:41:32 GMT-0700 (Pacific Daylight Time),You might want to ask for local restaurant recommendations.,Friends,3,2,4,1,1,2,2,9
271,925,27,Tue Oct 20 2015 07:55:51 GMT-0700 (Pacific Daylight Time),I hated the refreshments in the garage. The location was nothing special. I would potentially stay here again.,Thu Jul 09 2015 10:13:55 GMT-0700 (Pacific Daylight Time),I would advise everyone to tip the maids.,Couples,1,5,1,1,3,4,2,19
272,866,27,Fri Feb 27 2015 00:56:47 GMT-0800 (Pacific Standard Time),I was angered by the appliances in the outdoor area. The location was pleasant. I would probably not stay here again.,Thu Apr 07 2011 18:36:42 GMT-0700 (Pacific Daylight Time),I would advise everyone to use the mini bar.,Solo,4,1,3,2,3,3,2,0
273,625,27,Mon Dec 30 2019 20:43:23 GMT-0800 (Pacific Standard Time),I was confused by the chairs in the lobby. The location was okay. I would probably not stay here again.,Tue Nov 24 2015 08:54:11 GMT-0800 (Pacific Standard Time),It is always recommended that you hang out in the lobby.,Families,4,4,4,3,5,4,1,5
274,785,27,Thu Feb 06 2020 07:02:41 GMT-0800 (Pacific Standard Time),I was angered by the chairs in the garage. The location was horrible. I would certainly stay here again.,Tue Nov 28 2017 23:47:16 GMT-0800 (Pacific Standard Time),Never ask for local restaurant recommendations.,Friends,2,1,4,5,4,4,5,4
275,744,27,Sat Jul 27 2013 15:13:36 GMT-0700 (Pacific Daylight Time),I hated the assistance in the bathroom. The location was okay. I would very likely stay here again.,Tue Nov 06 2012 05:55:27 GMT-0800 (Pacific Standard Time),Do not forget to go swimming.,Friends,2,5,4,5,4,2,1,19
276,969,27,Thu Aug 25 2016 07:42:51 GMT-0700 (Pacific Daylight Time),I was taken aback by the cupboards in the bathroom. The location was nothing special. I would likely stay here again.,Wed Jun 29 2016 06:03:40 GMT-0700 (Pacific Daylight Time),You might want to ask for local restaurant recommendations.,Families,2,5,2,3,1,2,3,16
277,608,27,Thu May 07 2020 00:52:13 GMT-0700 (Pacific Daylight Time),I was confused by the appliances in the room. The location was vibrant. I would not stay here again.,Tue May 05 2020 22:28:42 GMT-0700 (Pacific Daylight Time),Always try the snacks.,Business,1,3,1,2,5,5,5,4
278,799,27,Fri May 25 2018 22:23:46 GMT-0700 (Pacific Daylight Time),I loved the cupboards in the room. The location was pleasant. I would likely stay here again.,Thu Feb 26 2015 09:33:35 GMT-0800 (Pacific Standard Time),Do not try the snacks.,Business,4,5,3,5,2,1,1,0
279,779,27,Sun Sep 22 2019 18:48:43 GMT-0700 (Pacific Daylight Time),I loved the cupboards in the workout room. The location was nothing special. I would very likely stay here again.,Fri Mar 30 2018 05:14:57 GMT-0700 (Pacific Daylight Time),Do not use the mini bar.,Couples,2,2,4,4,4,2,2,24
280,470,28,Tue Feb 04 2020 01:36:27 GMT-0800 (Pacific Standard Time),I was surprised by the chairs in the workout room. The location was perfect. I would certainly stay here again.,Tue Nov 26 2019 22:07:04 GMT-0800 (Pacific Standard Time),Always check out the bar.,Families,3,1,3,4,4,5,5,27
281,674,28,Thu Dec 05 2019 22:38:32 GMT-0800 (Pacific Standard Time),I hated the cupboards in the room. The location was nothing special. I would potentially stay here again.,Mon Mar 25 2019 05:00:14 GMT-0700 (Pacific Daylight Time),Never forget to request a tour of the facilities.,Couples,1,1,5,4,4,5,3,26
282,282,28,Sun Feb 02 2020 02:39:48 GMT-0800 (Pacific Standard Time),I liked the assistance in the outdoor area. The location was relaxing. I would likely stay here again.,Wed Aug 26 2015 02:52:05 GMT-0700 (Pacific Daylight Time),Never request a tour of the facilities.,Couples,3,1,3,1,1,3,2,5
283,635,28,Tue Jun 14 2016 10:57:16 GMT-0700 (Pacific Daylight Time),I was taken aback by the chairs in the garage. The location was perfect. I would not stay here again.,Wed Jan 12 2011 10:13:43 GMT-0800 (Pacific Standard Time),Always try the snacks.,Solo,3,1,1,1,5,5,5,8
284,82,28,Sun Oct 16 2016 07:30:43 GMT-0700 (Pacific Daylight Time),I was angered by the amenities in the lobby. The location was fun. I would not stay here again.,Thu Apr 09 2015 23:07:27 GMT-0700 (Pacific Daylight Time),Do not tip the maids.,Solo,2,5,3,3,3,3,2,14
285,953,28,Mon Feb 25 2019 01:54:46 GMT-0800 (Pacific Standard Time),I was happy with the cupboards in the bathroom. The location was okay. I would probably not stay here again.,Sat Mar 10 2018 13:41:52 GMT-0800 (Pacific Standard Time),You might want to go swimming.,Business,2,4,5,3,4,1,4,26
286,756,28,Mon Oct 29 2012 07:48:15 GMT-0700 (Pacific Daylight Time),I was surprised by the assistance in the bathroom. The location was noisy. I would probably not stay here again.,Sat Dec 10 2011 20:13:51 GMT-0800 (Pacific Standard Time),Do not use the mini bar.,Couples,1,1,5,2,1,1,4,26
287,203,28,Sat Sep 16 2017 04:05:38 GMT-0700 (Pacific Daylight Time),I hated the refreshments in the workout room. The location was horrible. I would very likely stay here again.,Thu Jan 21 2016 02:49:13 GMT-0800 (Pacific Standard Time),Do not forget to tip the maids.,Couples,1,4,4,5,4,5,2,9
288,471,28,Fri Oct 18 2019 12:05:55 GMT-0700 (Pacific Daylight Time),I was delighted by the appliances in the outdoor area. The location was vibrant. I would probably not stay here again.,Thu Sep 26 2019 20:14:39 GMT-0700 (Pacific Daylight Time),You might want to try the snacks.,Solo,3,4,4,4,2,3,3,22
289,306,28,Fri Mar 16 2012 20:49:14 GMT-0700 (Pacific Daylight Time),I hated the chairs in the garage. The location was okay. I would likely stay here again.,Sat Aug 20 2011 07:21:47 GMT-0700 (Pacific Daylight Time),Always try the snacks.,Business,5,3,5,3,3,1,2,19
290,856,29,Mon Sep 14 2015 10:59:32 GMT-0700 (Pacific Daylight Time),I liked the amenities in the workout room. The location was perfect. I would not stay here again.,Mon Jul 21 2014 02:45:29 GMT-0700 (Pacific Daylight Time),Never use the mini bar.,Families,1,4,5,1,4,1,4,11
291,378,29,Sat Sep 24 2016 11:20:23 GMT-0700 (Pacific Daylight Time),I was delighted by the chairs in the garage. The location was vibrant. I would very likely stay here again.,Sat Aug 13 2016 06:35:23 GMT-0700 (Pacific Daylight Time),You might want to check out the bar.,Families,1,3,4,3,4,2,3,2
292,452,29,Tue Dec 05 2017 11:31:42 GMT-0800 (Pacific Standard Time),I was surprised by the amenities in the bathroom. The location was horrible. I would definitely stay here again.,Tue Mar 01 2011 06:32:15 GMT-0800 (Pacific Standard Time),I would advise everyone to go swimming.,Solo,2,3,3,4,4,4,3,22
293,893,29,Sun Feb 09 2014 14:51:02 GMT-0800 (Pacific Standard Time),I was delighted by the refreshments in the lobby. The location was perfect. I would potentially stay here again.,Thu Dec 13 2012 21:15:07 GMT-0800 (Pacific Standard Time),Make sure to eat at the hotel restaurant.,Solo,3,3,1,2,2,3,4,22
294,123,29,Sat Feb 09 2013 15:41:05 GMT-0800 (Pacific Standard Time),I liked the amenities in the garage. The location was vibrant. I would definitely stay here again.,Wed Apr 18 2012 23:09:28 GMT-0700 (Pacific Daylight Time),You might want to use the mini bar.,Solo,1,5,4,2,3,4,2,28
295,555,29,Mon Sep 21 2015 02:55:32 GMT-0700 (Pacific Daylight Time),I hated the appliances in the workout room. The location was okay. I would definitely stay here again.,Sun Jun 23 2013 15:25:54 GMT-0700 (Pacific Daylight Time),It is always recommended that you eat at the hotel restaurant.,Families,2,5,3,5,3,1,1,9
296,778,29,Sat Mar 23 2019 18:58:57 GMT-0700 (Pacific Daylight Time),I loved the amenities in the workout room. The location was noisy. I would not stay here again.,Sat Mar 05 2016 23:17:58 GMT-0800 (Pacific Standard Time),Never try the snacks.,Couples,2,3,3,2,4,5,1,19
297,968,29,Wed Aug 14 2019 13:48:25 GMT-0700 (Pacific Daylight Time),I was confused by the appliances in the room. The location was nothing special. I would definitely stay here again.,Sun Jul 14 2019 11:35:24 GMT-0700 (Pacific Daylight Time),Do not forget to use the mini bar.,Solo,5,4,2,5,4,2,5,19
298,465,29,Tue Dec 04 2018 16:12:22 GMT-0800 (Pacific Standard Time),I liked the cupboards in the room. The location was pleasant. I would very likely stay here again.,Fri Aug 30 2013 14:53:38 GMT-0700 (Pacific Daylight Time),Never check out the bar.,Business,5,5,4,3,2,2,2,6
299,589,29,Wed Aug 29 2018 00:09:43 GMT-0700 (Pacific Daylight Time),I was delighted by the cupboards in the outdoor area. The location was horrible. I would potentially stay here again.,Fri Dec 19 2014 10:29:48 GMT-0800 (Pacific Standard Time),Never forget to eat at the hotel restaurant.,Friends,3,4,4,1,4,3,4,25
300,662,30,Mon May 15 2017 19:43:08 GMT-0700 (Pacific Daylight Time),I hated the cupboards in the room. The location was vibrant. I would likely stay here again.,Fri Dec 04 2015 04:11:49 GMT-0800 (Pacific Standard Time),Do not forget to request a tour of the facilities.,Business,4,5,4,5,4,3,1,3
